køn,bevægelsesart,område,aar,antal
Mænd,Fødselsoverskud,Hørsholm,2012,-35
Mænd,Fødselsoverskud,Hørsholm,2013,-32
Mænd,Fødselsoverskud,Hørsholm,2014,-60
Mænd,Fødselsoverskud,Hørsholm,2015,-51
Mænd,Fødselsoverskud,Hørsholm,2016,-36
Mænd,Fødselsoverskud,Hørsholm,2017,-51
Mænd,Fødselsoverskud,Rudersdal,2006,-56
Mænd,Fødselsoverskud,Rudersdal,2007,0
Mænd,Fødselsoverskud,Rudersdal,2008,-44
Mænd,Fødselsoverskud,Rudersdal,2009,-16
Mænd,Fødselsoverskud,Rudersdal,2010,-31
Mænd,Fødselsoverskud,Rudersdal,2011,-52
Mænd,Fødselsoverskud,Rudersdal,2012,-10
Mænd,Fødselsoverskud,Rudersdal,2013,-56
Mænd,Fødselsoverskud,Rudersdal,2014,2
Mænd,Fødselsoverskud,Rudersdal,2015,-36
Mænd,Fødselsoverskud,Rudersdal,2016,-37
Mænd,Fødselsoverskud,Rudersdal,2017,-63
Mænd,Fødselsoverskud,Bornholm,2006,-117
Mænd,Fødselsoverskud,Bornholm,2007,-141
Mænd,Fødselsoverskud,Bornholm,2008,-69
Mænd,Fødselsoverskud,Bornholm,2009,-98
Mænd,Fødselsoverskud,Bornholm,2010,-128
Mænd,Fødselsoverskud,Bornholm,2011,-145
Mænd,Fødselsoverskud,Bornholm,2012,-130
Mænd,Fødselsoverskud,Bornholm,2013,-123
Mænd,Fødselsoverskud,Bornholm,2014,-156
Mænd,Fødselsoverskud,Bornholm,2015,-159
Mænd,Fødselsoverskud,Bornholm,2016,-149
Mænd,Fødselsoverskud,Bornholm,2017,-161
Mænd,Fødselsoverskud,Christiansø,2006,0
Mænd,Fødselsoverskud,Christiansø,2007,-1
Mænd,Fødselsoverskud,Christiansø,2008,1
Mænd,Fødselsoverskud,Christiansø,2009,0
Mænd,Fødselsoverskud,Christiansø,2010,1
Mænd,Fødselsoverskud,Christiansø,2011,1
Mænd,Fødselsoverskud,Christiansø,2012,0
Mænd,Fødselsoverskud,Christiansø,2013,0
Mænd,Fødselsoverskud,Christiansø,2014,1
Mænd,Fødselsoverskud,Christiansø,2015,-1
Mænd,Fødselsoverskud,Christiansø,2016,-1
Mænd,Fødselsoverskud,Christiansø,2017,-1
Mænd,Fødselsoverskud,Greve,2006,125
Mænd,Fødselsoverskud,Greve,2007,28
Mænd,Fødselsoverskud,Greve,2008,87
Mænd,Fødselsoverskud,Greve,2009,12
Mænd,Fødselsoverskud,Greve,2010,63
Mænd,Fødselsoverskud,Greve,2011,39
Mænd,Fødselsoverskud,Greve,2012,-9
Mænd,Fødselsoverskud,Greve,2013,-13
Mænd,Fødselsoverskud,Greve,2014,26
Mænd,Fødselsoverskud,Greve,2015,7
Mænd,Fødselsoverskud,Greve,2016,32
Mænd,Fødselsoverskud,Greve,2017,13
Mænd,Fødselsoverskud,Køge,2006,153
Mænd,Fødselsoverskud,Køge,2007,105
Mænd,Fødselsoverskud,Køge,2008,107
Mænd,Fødselsoverskud,Køge,2009,55
Mænd,Fødselsoverskud,Køge,2010,78
Mænd,Fødselsoverskud,Køge,2011,-23
Mænd,Fødselsoverskud,Køge,2012,24
Mænd,Fødselsoverskud,Køge,2013,22
Mænd,Fødselsoverskud,Køge,2014,27
Mænd,Fødselsoverskud,Køge,2015,28
Mænd,Fødselsoverskud,Køge,2016,37
Mænd,Fødselsoverskud,Køge,2017,18
Mænd,Fødselsoverskud,Lejre,2006,49
Mænd,Fødselsoverskud,Lejre,2007,39
Mænd,Fødselsoverskud,Lejre,2008,39
Mænd,Fødselsoverskud,Lejre,2009,2
Mænd,Fødselsoverskud,Lejre,2010,9
Mænd,Fødselsoverskud,Lejre,2011,-20
Mænd,Fødselsoverskud,Lejre,2012,17
Mænd,Fødselsoverskud,Lejre,2013,-46
Mænd,Fødselsoverskud,Lejre,2014,-5
Mænd,Fødselsoverskud,Lejre,2015,-8
Mænd,Fødselsoverskud,Lejre,2016,-23
Mænd,Fødselsoverskud,Lejre,2017,-3
Mænd,Fødselsoverskud,Roskilde,2006,149
Mænd,Fødselsoverskud,Roskilde,2007,119
Mænd,Fødselsoverskud,Roskilde,2008,99
Mænd,Fødselsoverskud,Roskilde,2009,62
Mænd,Fødselsoverskud,Roskilde,2010,52
Mænd,Fødselsoverskud,Roskilde,2011,-3
Mænd,Fødselsoverskud,Roskilde,2012,-24
Mænd,Fødselsoverskud,Roskilde,2013,-12
Mænd,Fødselsoverskud,Roskilde,2014,-32
Mænd,Fødselsoverskud,Roskilde,2015,11
Mænd,Fødselsoverskud,Roskilde,2016,-1
Mænd,Fødselsoverskud,Roskilde,2017,-23
Mænd,Fødselsoverskud,Solrød,2006,63
Mænd,Fødselsoverskud,Solrød,2007,30
Mænd,Fødselsoverskud,Solrød,2008,13
Mænd,Fødselsoverskud,Solrød,2009,45
Mænd,Fødselsoverskud,Solrød,2010,20
Mænd,Fødselsoverskud,Solrød,2011,6
Mænd,Fødselsoverskud,Solrød,2012,0
Mænd,Fødselsoverskud,Solrød,2013,13
Mænd,Fødselsoverskud,Solrød,2014,4
Mænd,Fødselsoverskud,Solrød,2015,44
Mænd,Fødselsoverskud,Solrød,2016,39
Mænd,Fødselsoverskud,Solrød,2017,42
Mænd,Fødselsoverskud,Faxe,2006,26
Mænd,Fødselsoverskud,Faxe,2007,29
Mænd,Fødselsoverskud,Faxe,2008,29
Mænd,Fødselsoverskud,Faxe,2009,-25
Mænd,Fødselsoverskud,Faxe,2010,-5
Mænd,Fødselsoverskud,Faxe,2011,-40
Mænd,Fødselsoverskud,Faxe,2012,-45
Mænd,Fødselsoverskud,Faxe,2013,-60
Mænd,Fødselsoverskud,Faxe,2014,-71
Mænd,Fødselsoverskud,Faxe,2015,-50
Mænd,Fødselsoverskud,Faxe,2016,-48
Mænd,Fødselsoverskud,Faxe,2017,-46
Mænd,Fødselsoverskud,Guldborgsund,2006,-205
Mænd,Fødselsoverskud,Guldborgsund,2007,-195
Mænd,Fødselsoverskud,Guldborgsund,2008,-140
Mænd,Fødselsoverskud,Guldborgsund,2009,-174
Mænd,Fødselsoverskud,Guldborgsund,2010,-254
Mænd,Fødselsoverskud,Guldborgsund,2011,-153
Mænd,Fødselsoverskud,Guldborgsund,2012,-152
Mænd,Fødselsoverskud,Guldborgsund,2013,-229
Mænd,Fødselsoverskud,Guldborgsund,2014,-163
Mænd,Fødselsoverskud,Guldborgsund,2015,-211
Mænd,Fødselsoverskud,Guldborgsund,2016,-165
Mænd,Fødselsoverskud,Guldborgsund,2017,-206
Mænd,Fødselsoverskud,Holbæk,2006,27
Mænd,Fødselsoverskud,Holbæk,2007,69
Mænd,Fødselsoverskud,Holbæk,2008,57
Mænd,Fødselsoverskud,Holbæk,2009,62
Mænd,Fødselsoverskud,Holbæk,2010,30
Mænd,Fødselsoverskud,Holbæk,2011,11
Mænd,Fødselsoverskud,Holbæk,2012,3
Mænd,Fødselsoverskud,Holbæk,2013,12
Mænd,Fødselsoverskud,Holbæk,2014,-6
Mænd,Fødselsoverskud,Holbæk,2015,-33
Mænd,Fødselsoverskud,Holbæk,2016,50
Mænd,Fødselsoverskud,Holbæk,2017,-46
Mænd,Fødselsoverskud,Kalundborg,2006,-21
Mænd,Fødselsoverskud,Kalundborg,2007,-9
Mænd,Fødselsoverskud,Kalundborg,2008,-26
Mænd,Fødselsoverskud,Kalundborg,2009,-40
Mænd,Fødselsoverskud,Kalundborg,2010,-28
Mænd,Fødselsoverskud,Kalundborg,2011,-121
Mænd,Fødselsoverskud,Kalundborg,2012,-70
Mænd,Fødselsoverskud,Kalundborg,2013,-46
Mænd,Fødselsoverskud,Kalundborg,2014,-63
Mænd,Fødselsoverskud,Kalundborg,2015,-62
Mænd,Fødselsoverskud,Kalundborg,2016,-56
Mænd,Fødselsoverskud,Kalundborg,2017,-47
Mænd,Fødselsoverskud,Lolland,2006,-200
Mænd,Fødselsoverskud,Lolland,2007,-204
Mænd,Fødselsoverskud,Lolland,2008,-209
Mænd,Fødselsoverskud,Lolland,2009,-195
Mænd,Fødselsoverskud,Lolland,2010,-204
Mænd,Fødselsoverskud,Lolland,2011,-215
Mænd,Fødselsoverskud,Lolland,2012,-181
Mænd,Fødselsoverskud,Lolland,2013,-213
Mænd,Fødselsoverskud,Lolland,2014,-194
Mænd,Fødselsoverskud,Lolland,2015,-212
Mænd,Fødselsoverskud,Lolland,2016,-202
Mænd,Fødselsoverskud,Lolland,2017,-161
Mænd,Fødselsoverskud,Næstved,2006,22
Mænd,Fødselsoverskud,Næstved,2007,15
Mænd,Fødselsoverskud,Næstved,2008,1
Mænd,Fødselsoverskud,Næstved,2009,40
Mænd,Fødselsoverskud,Næstved,2010,-20
Mænd,Fødselsoverskud,Næstved,2011,-9
Mænd,Fødselsoverskud,Næstved,2012,-58
Mænd,Fødselsoverskud,Næstved,2013,-45
Mænd,Fødselsoverskud,Næstved,2014,-28
Mænd,Fødselsoverskud,Næstved,2015,-39
Mænd,Fødselsoverskud,Næstved,2016,-39
Mænd,Fødselsoverskud,Næstved,2017,-84
Mænd,Fødselsoverskud,Odsherred,2006,-92
Mænd,Fødselsoverskud,Odsherred,2007,-91
Mænd,Fødselsoverskud,Odsherred,2008,-92
Mænd,Fødselsoverskud,Odsherred,2009,-93
Mænd,Fødselsoverskud,Odsherred,2010,-107
Mænd,Fødselsoverskud,Odsherred,2011,-117
Mænd,Fødselsoverskud,Odsherred,2012,-151
Mænd,Fødselsoverskud,Odsherred,2013,-139
Mænd,Fødselsoverskud,Odsherred,2014,-98
Mænd,Fødselsoverskud,Odsherred,2015,-125
Mænd,Fødselsoverskud,Odsherred,2016,-138
Mænd,Fødselsoverskud,Odsherred,2017,-144
Mænd,Fødselsoverskud,Ringsted,2006,64
Mænd,Fødselsoverskud,Ringsted,2007,73
Mænd,Fødselsoverskud,Ringsted,2008,25
Mænd,Fødselsoverskud,Ringsted,2009,34
Mænd,Fødselsoverskud,Ringsted,2010,42
Mænd,Fødselsoverskud,Ringsted,2011,7
Mænd,Fødselsoverskud,Ringsted,2012,7
Mænd,Fødselsoverskud,Ringsted,2013,-9
Mænd,Fødselsoverskud,Ringsted,2014,28
Mænd,Fødselsoverskud,Ringsted,2015,18
Mænd,Fødselsoverskud,Ringsted,2016,25
Mænd,Fødselsoverskud,Ringsted,2017,21
Mænd,Fødselsoverskud,Slagelse,2006,39
Mænd,Fødselsoverskud,Slagelse,2007,-50
Mænd,Fødselsoverskud,Slagelse,2008,-4
Mænd,Fødselsoverskud,Slagelse,2009,-7
Mænd,Fødselsoverskud,Slagelse,2010,-49
Mænd,Fødselsoverskud,Slagelse,2011,-51
Mænd,Fødselsoverskud,Slagelse,2012,-75
Mænd,Fødselsoverskud,Slagelse,2013,-90
Mænd,Fødselsoverskud,Slagelse,2014,-94
Mænd,Fødselsoverskud,Slagelse,2015,-27
Mænd,Fødselsoverskud,Slagelse,2016,-2
Mænd,Fødselsoverskud,Slagelse,2017,-62
Mænd,Fødselsoverskud,Sorø,2006,18
Mænd,Fødselsoverskud,Sorø,2007,16
Mænd,Fødselsoverskud,Sorø,2008,-5
Mænd,Fødselsoverskud,Sorø,2009,-40
Mænd,Fødselsoverskud,Sorø,2010,5
Mænd,Fødselsoverskud,Sorø,2011,-22
Mænd,Fødselsoverskud,Sorø,2012,-17
Mænd,Fødselsoverskud,Sorø,2013,-29
Mænd,Fødselsoverskud,Sorø,2014,-63
Mænd,Fødselsoverskud,Sorø,2015,-60
Mænd,Fødselsoverskud,Sorø,2016,-7
Mænd,Fødselsoverskud,Sorø,2017,-14
Mænd,Fødselsoverskud,Stevns,2006,-29
Mænd,Fødselsoverskud,Stevns,2007,-7
Mænd,Fødselsoverskud,Stevns,2008,2
Mænd,Fødselsoverskud,Stevns,2009,-36
Mænd,Fødselsoverskud,Stevns,2010,-13
Mænd,Fødselsoverskud,Stevns,2011,-35
Mænd,Fødselsoverskud,Stevns,2012,-29
Mænd,Fødselsoverskud,Stevns,2013,-37
Mænd,Fødselsoverskud,Stevns,2014,-33
Mænd,Fødselsoverskud,Stevns,2015,-44
Mænd,Fødselsoverskud,Stevns,2016,-31
Mænd,Fødselsoverskud,Stevns,2017,-52
Mænd,Fødselsoverskud,Vordingborg,2006,-105
Mænd,Fødselsoverskud,Vordingborg,2007,-124
Mænd,Fødselsoverskud,Vordingborg,2008,-113
Mænd,Fødselsoverskud,Vordingborg,2009,-129
Mænd,Fødselsoverskud,Vordingborg,2010,-133
Mænd,Fødselsoverskud,Vordingborg,2011,-107
Mænd,Fødselsoverskud,Vordingborg,2012,-137
Mænd,Fødselsoverskud,Vordingborg,2013,-133
Mænd,Fødselsoverskud,Vordingborg,2014,-176
Mænd,Fødselsoverskud,Vordingborg,2015,-146
Mænd,Fødselsoverskud,Vordingborg,2016,-154
Mænd,Fødselsoverskud,Vordingborg,2017,-135
Mænd,Fødselsoverskud,Assens,2006,18
Mænd,Fødselsoverskud,Assens,2007,-15
Mænd,Fødselsoverskud,Assens,2008,23
Mænd,Fødselsoverskud,Assens,2009,-21
Mænd,Fødselsoverskud,Assens,2010,-46
Mænd,Fødselsoverskud,Assens,2011,-10
Mænd,Fødselsoverskud,Assens,2012,-1
Mænd,Fødselsoverskud,Assens,2013,-58
Mænd,Fødselsoverskud,Assens,2014,-94
Mænd,Fødselsoverskud,Assens,2015,-38
Mænd,Fødselsoverskud,Assens,2016,-18
Mænd,Fødselsoverskud,Assens,2017,-81
Mænd,Fødselsoverskud,Faaborg-Midtfyn,2006,-7
Mænd,Fødselsoverskud,Faaborg-Midtfyn,2007,-15
Mænd,Fødselsoverskud,Faaborg-Midtfyn,2008,-14
Mænd,Fødselsoverskud,Faaborg-Midtfyn,2009,-15
Mænd,Fødselsoverskud,Faaborg-Midtfyn,2010,-4
Mænd,Fødselsoverskud,Faaborg-Midtfyn,2011,-73
Mænd,Fødselsoverskud,Faaborg-Midtfyn,2012,-33
Mænd,Fødselsoverskud,Faaborg-Midtfyn,2013,-88
Mænd,Fødselsoverskud,Faaborg-Midtfyn,2014,-68
Mænd,Fødselsoverskud,Faaborg-Midtfyn,2015,-61
Mænd,Fødselsoverskud,Faaborg-Midtfyn,2016,-107
Mænd,Fødselsoverskud,Faaborg-Midtfyn,2017,-96
Mænd,Fødselsoverskud,Kerteminde,2006,-10
Mænd,Fødselsoverskud,Kerteminde,2007,-7
Mænd,Fødselsoverskud,Kerteminde,2008,-20
Mænd,Fødselsoverskud,Kerteminde,2009,-30
Mænd,Fødselsoverskud,Kerteminde,2010,0
Mænd,Fødselsoverskud,Kerteminde,2011,-35
Mænd,Fødselsoverskud,Kerteminde,2012,-69
Mænd,Fødselsoverskud,Kerteminde,2013,-46
Mænd,Fødselsoverskud,Kerteminde,2014,-18
Mænd,Fødselsoverskud,Kerteminde,2015,-29
Mænd,Fødselsoverskud,Kerteminde,2016,-40
Mænd,Fødselsoverskud,Kerteminde,2017,-37
Mænd,Fødselsoverskud,Langeland,2006,-80
Mænd,Fødselsoverskud,Langeland,2007,-63
Mænd,Fødselsoverskud,Langeland,2008,-56
Mænd,Fødselsoverskud,Langeland,2009,-63
Mænd,Fødselsoverskud,Langeland,2010,-69
Mænd,Fødselsoverskud,Langeland,2011,-77
Mænd,Fødselsoverskud,Langeland,2012,-71
Mænd,Fødselsoverskud,Langeland,2013,-57
Mænd,Fødselsoverskud,Langeland,2014,-46
Mænd,Fødselsoverskud,Langeland,2015,-77
Mænd,Fødselsoverskud,Langeland,2016,-68
Mænd,Fødselsoverskud,Langeland,2017,-71
Mænd,Fødselsoverskud,Middelfart,2006,5
Mænd,Fødselsoverskud,Middelfart,2007,40
Mænd,Fødselsoverskud,Middelfart,2008,7
Mænd,Fødselsoverskud,Middelfart,2009,-17
Mænd,Fødselsoverskud,Middelfart,2010,5
Mænd,Fødselsoverskud,Middelfart,2011,-29
Mænd,Fødselsoverskud,Middelfart,2012,-53
Mænd,Fødselsoverskud,Middelfart,2013,-46
Mænd,Fødselsoverskud,Middelfart,2014,-30
Mænd,Fødselsoverskud,Middelfart,2015,-42
Mænd,Fødselsoverskud,Middelfart,2016,-22
Mænd,Fødselsoverskud,Middelfart,2017,-23
Mænd,Fødselsoverskud,Nordfyns,2006,-3
Mænd,Fødselsoverskud,Nordfyns,2007,-10
Mænd,Fødselsoverskud,Nordfyns,2008,25
Mænd,Fødselsoverskud,Nordfyns,2009,2
Mænd,Fødselsoverskud,Nordfyns,2010,-23
Mænd,Fødselsoverskud,Nordfyns,2011,-25
Mænd,Fødselsoverskud,Nordfyns,2012,-28
Mænd,Fødselsoverskud,Nordfyns,2013,-45
Mænd,Fødselsoverskud,Nordfyns,2014,-35
Mænd,Fødselsoverskud,Nordfyns,2015,-48
Mænd,Fødselsoverskud,Nordfyns,2016,-27
Mænd,Fødselsoverskud,Nordfyns,2017,-25
Mænd,Fødselsoverskud,Nyborg,2006,-13
Mænd,Fødselsoverskud,Nyborg,2007,-43
Mænd,Fødselsoverskud,Nyborg,2008,29
Mænd,Fødselsoverskud,Nyborg,2009,-39
Mænd,Fødselsoverskud,Nyborg,2010,-74
Mænd,Fødselsoverskud,Nyborg,2011,-20
Mænd,Fødselsoverskud,Nyborg,2012,-20
Mænd,Fødselsoverskud,Nyborg,2013,-60
Mænd,Fødselsoverskud,Nyborg,2014,-56
Mænd,Fødselsoverskud,Nyborg,2015,-31
Mænd,Fødselsoverskud,Nyborg,2016,-43
Mænd,Fødselsoverskud,Nyborg,2017,-33
Mænd,Fødselsoverskud,Odense,2006,331
Mænd,Fødselsoverskud,Odense,2007,413
Mænd,Fødselsoverskud,Odense,2008,404
Mænd,Fødselsoverskud,Odense,2009,303
Mænd,Fødselsoverskud,Odense,2010,397
Mænd,Fødselsoverskud,Odense,2011,269
Mænd,Fødselsoverskud,Odense,2012,344
Mænd,Fødselsoverskud,Odense,2013,311
Mænd,Fødselsoverskud,Odense,2014,378
Mænd,Fødselsoverskud,Odense,2015,321
Mænd,Fødselsoverskud,Odense,2016,435
Mænd,Fødselsoverskud,Odense,2017,346
Mænd,Fødselsoverskud,Svendborg,2006,9
Mænd,Fødselsoverskud,Svendborg,2007,17
Mænd,Fødselsoverskud,Svendborg,2008,52
Mænd,Fødselsoverskud,Svendborg,2009,-17
Mænd,Fødselsoverskud,Svendborg,2010,10
Mænd,Fødselsoverskud,Svendborg,2011,-17
Mænd,Fødselsoverskud,Svendborg,2012,-20
Mænd,Fødselsoverskud,Svendborg,2013,-65
Mænd,Fødselsoverskud,Svendborg,2014,-78
Mænd,Fødselsoverskud,Svendborg,2015,-64
Mænd,Fødselsoverskud,Svendborg,2016,-85
Mænd,Fødselsoverskud,Svendborg,2017,-48
Mænd,Fødselsoverskud,Ærø,2006,-44
Mænd,Fødselsoverskud,Ærø,2007,-52
Mænd,Fødselsoverskud,Ærø,2008,-40
Mænd,Fødselsoverskud,Ærø,2009,-36
Mænd,Fødselsoverskud,Ærø,2010,-38
Mænd,Fødselsoverskud,Ærø,2011,-31
Mænd,Fødselsoverskud,Ærø,2012,-16
Mænd,Fødselsoverskud,Ærø,2013,-57
Mænd,Fødselsoverskud,Ærø,2014,-28
Mænd,Fødselsoverskud,Ærø,2015,-28
Mænd,Fødselsoverskud,Ærø,2016,-50
Mænd,Fødselsoverskud,Ærø,2017,-34
Mænd,Fødselsoverskud,Billund,2006,21
Mænd,Fødselsoverskud,Billund,2007,16
Mænd,Fødselsoverskud,Billund,2008,22
Mænd,Fødselsoverskud,Billund,2009,-10
Mænd,Fødselsoverskud,Billund,2010,6
Mænd,Fødselsoverskud,Billund,2011,15
Mænd,Fødselsoverskud,Billund,2012,1
Mænd,Fødselsoverskud,Billund,2013,4
Mænd,Fødselsoverskud,Billund,2014,-30
Mænd,Fødselsoverskud,Billund,2015,10
Mænd,Fødselsoverskud,Billund,2016,-31
Mænd,Fødselsoverskud,Billund,2017,-12
Mænd,Fødselsoverskud,Esbjerg,2006,48
Mænd,Fødselsoverskud,Esbjerg,2007,114
Mænd,Fødselsoverskud,Esbjerg,2008,113
Mænd,Fødselsoverskud,Esbjerg,2009,100
Mænd,Fødselsoverskud,Esbjerg,2010,83
Mænd,Fødselsoverskud,Esbjerg,2011,0
Mænd,Fødselsoverskud,Esbjerg,2012,66
Mænd,Fødselsoverskud,Esbjerg,2013,65
Mænd,Fødselsoverskud,Esbjerg,2014,44
Mænd,Fødselsoverskud,Esbjerg,2015,87
Mænd,Fødselsoverskud,Esbjerg,2016,116
Mænd,Fødselsoverskud,Esbjerg,2017,36
Mænd,Fødselsoverskud,Fanø,2006,-13
Mænd,Fødselsoverskud,Fanø,2007,-4
Mænd,Fødselsoverskud,Fanø,2008,1
Mænd,Fødselsoverskud,Fanø,2009,-21
Mænd,Fødselsoverskud,Fanø,2010,-9
Mænd,Fødselsoverskud,Fanø,2011,-11
Mænd,Fødselsoverskud,Fanø,2012,-14
Mænd,Fødselsoverskud,Fanø,2013,-13
Mænd,Fødselsoverskud,Fanø,2014,-9
Mænd,Fødselsoverskud,Fanø,2015,-15
Mænd,Fødselsoverskud,Fanø,2016,-12
Mænd,Fødselsoverskud,Fanø,2017,-8
Mænd,Fødselsoverskud,Fredericia,2006,19
Mænd,Fødselsoverskud,Fredericia,2007,46
Mænd,Fødselsoverskud,Fredericia,2008,75
Mænd,Fødselsoverskud,Fredericia,2009,18
Mænd,Fødselsoverskud,Fredericia,2010,28
Mænd,Fødselsoverskud,Fredericia,2011,-17
Mænd,Fødselsoverskud,Fredericia,2012,61
Mænd,Fødselsoverskud,Fredericia,2013,27
Mænd,Fødselsoverskud,Fredericia,2014,-2
Mænd,Fødselsoverskud,Fredericia,2015,-6
Mænd,Fødselsoverskud,Fredericia,2016,12
Mænd,Fødselsoverskud,Fredericia,2017,0
Mænd,Fødselsoverskud,Haderslev,2006,-12
Mænd,Fødselsoverskud,Haderslev,2007,11
Mænd,Fødselsoverskud,Haderslev,2008,-14
Mænd,Fødselsoverskud,Haderslev,2009,-33
Mænd,Fødselsoverskud,Haderslev,2010,0
Mænd,Fødselsoverskud,Haderslev,2011,-4
Mænd,Fødselsoverskud,Haderslev,2012,-58
Mænd,Fødselsoverskud,Haderslev,2013,-35
Mænd,Fødselsoverskud,Haderslev,2014,-17
Mænd,Fødselsoverskud,Haderslev,2015,-25
Mænd,Fødselsoverskud,Haderslev,2016,-30
Mænd,Fødselsoverskud,Haderslev,2017,-18
Mænd,Fødselsoverskud,Kolding,2006,149
Mænd,Fødselsoverskud,Kolding,2007,127
Mænd,Fødselsoverskud,Kolding,2008,204
Mænd,Fødselsoverskud,Kolding,2009,170
Mænd,Fødselsoverskud,Kolding,2010,176
Mænd,Fødselsoverskud,Kolding,2011,101
Mænd,Fødselsoverskud,Kolding,2012,32
Mænd,Fødselsoverskud,Kolding,2013,93
Mænd,Fødselsoverskud,Kolding,2014,96
Mænd,Fødselsoverskud,Kolding,2015,81
Mænd,Fødselsoverskud,Kolding,2016,85
Mænd,Fødselsoverskud,Kolding,2017,144
Mænd,Fødselsoverskud,Sønderborg,2006,94
Mænd,Fødselsoverskud,Sønderborg,2007,0
Mænd,Fødselsoverskud,Sønderborg,2008,-49
Mænd,Fødselsoverskud,Sønderborg,2009,-66
Mænd,Fødselsoverskud,Sønderborg,2010,-8
Mænd,Fødselsoverskud,Sønderborg,2011,-91
Mænd,Fødselsoverskud,Sønderborg,2012,-92
Mænd,Fødselsoverskud,Sønderborg,2013,-80
Mænd,Fødselsoverskud,Sønderborg,2014,-92
Mænd,Fødselsoverskud,Sønderborg,2015,-127
Mænd,Fødselsoverskud,Sønderborg,2016,-46
Mænd,Fødselsoverskud,Sønderborg,2017,-67
Mænd,Fødselsoverskud,Tønder,2006,-54
Mænd,Fødselsoverskud,Tønder,2007,-36
Mænd,Fødselsoverskud,Tønder,2008,-25
Mænd,Fødselsoverskud,Tønder,2009,-50
Mænd,Fødselsoverskud,Tønder,2010,-56
Mænd,Fødselsoverskud,Tønder,2011,-66
Mænd,Fødselsoverskud,Tønder,2012,-50
Mænd,Fødselsoverskud,Tønder,2013,-22
Mænd,Fødselsoverskud,Tønder,2014,-13
Mænd,Fødselsoverskud,Tønder,2015,-55
Mænd,Fødselsoverskud,Tønder,2016,-13
Mænd,Fødselsoverskud,Tønder,2017,-82
Mænd,Fødselsoverskud,Varde,2006,58
Mænd,Fødselsoverskud,Varde,2007,20
Mænd,Fødselsoverskud,Varde,2008,66
Mænd,Fødselsoverskud,Varde,2009,44
Mænd,Fødselsoverskud,Varde,2010,23
Mænd,Fødselsoverskud,Varde,2011,0
Mænd,Fødselsoverskud,Varde,2012,10
Mænd,Fødselsoverskud,Varde,2013,-2
Mænd,Fødselsoverskud,Varde,2014,-6
Mænd,Fødselsoverskud,Varde,2015,-26
Mænd,Fødselsoverskud,Varde,2016,5
Mænd,Fødselsoverskud,Varde,2017,-23
Mænd,Fødselsoverskud,Vejen,2006,0
Mænd,Fødselsoverskud,Vejen,2007,32
Mænd,Fødselsoverskud,Vejen,2008,46
Mænd,Fødselsoverskud,Vejen,2009,53
Mænd,Fødselsoverskud,Vejen,2010,50
Mænd,Fødselsoverskud,Vejen,2011,15
Mænd,Fødselsoverskud,Vejen,2012,8
Mænd,Fødselsoverskud,Vejen,2013,14
Mænd,Fødselsoverskud,Vejen,2014,16
Mænd,Fødselsoverskud,Vejen,2015,-7
Mænd,Fødselsoverskud,Vejen,2016,-5
Mænd,Fødselsoverskud,Vejen,2017,37
Mænd,Fødselsoverskud,Vejle,2006,162
Mænd,Fødselsoverskud,Vejle,2007,204
Mænd,Fødselsoverskud,Vejle,2008,148
Mænd,Fødselsoverskud,Vejle,2009,169
Mænd,Fødselsoverskud,Vejle,2010,156
Mænd,Fødselsoverskud,Vejle,2011,193
Mænd,Fødselsoverskud,Vejle,2012,109
Mænd,Fødselsoverskud,Vejle,2013,154
Mænd,Fødselsoverskud,Vejle,2014,121
Mænd,Fødselsoverskud,Vejle,2015,42
Mænd,Fødselsoverskud,Vejle,2016,134
Mænd,Fødselsoverskud,Vejle,2017,121
Mænd,Fødselsoverskud,Aabenraa,2006,-4
Mænd,Fødselsoverskud,Aabenraa,2007,-45
Mænd,Fødselsoverskud,Aabenraa,2008,51
Mænd,Fødselsoverskud,Aabenraa,2009,-10
Mænd,Fødselsoverskud,Aabenraa,2010,-24
Mænd,Fødselsoverskud,Aabenraa,2011,-20
Mænd,Fødselsoverskud,Aabenraa,2012,-25
Mænd,Fødselsoverskud,Aabenraa,2013,-111
Mænd,Fødselsoverskud,Aabenraa,2014,-40
Mænd,Fødselsoverskud,Aabenraa,2015,-79
Mænd,Fødselsoverskud,Aabenraa,2016,-23
Mænd,Fødselsoverskud,Aabenraa,2017,-71
Mænd,Fødselsoverskud,Favrskov,2006,175
Mænd,Fødselsoverskud,Favrskov,2007,86
Mænd,Fødselsoverskud,Favrskov,2008,163
Mænd,Fødselsoverskud,Favrskov,2009,128
Mænd,Fødselsoverskud,Favrskov,2010,139
Mænd,Fødselsoverskud,Favrskov,2011,62
Mænd,Fødselsoverskud,Favrskov,2012,67
Mænd,Fødselsoverskud,Favrskov,2013,36
Mænd,Fødselsoverskud,Favrskov,2014,49
Mænd,Fødselsoverskud,Favrskov,2015,41
Mænd,Fødselsoverskud,Favrskov,2016,92
Mænd,Fødselsoverskud,Favrskov,2017,35
Mænd,Fødselsoverskud,Hedensted,2006,84
Mænd,Fødselsoverskud,Hedensted,2007,65
Mænd,Fødselsoverskud,Hedensted,2008,79
Mænd,Fødselsoverskud,Hedensted,2009,78
Mænd,Fødselsoverskud,Hedensted,2010,105
Mænd,Fødselsoverskud,Hedensted,2011,42
Mænd,Fødselsoverskud,Hedensted,2012,-1
